keyword,cluster,volume,kd,cpc,intent,paa,aio,fs,sessoes,score,variante_de,norm
comprar poncho de surf,"Poncho, toalha e roupao",,,,,False,False,False,,,,comprar poncho de surf
melhor poncho de surf,"Poncho, toalha e roupao",,,,,False,False,False,,,,melhor poncho de surf
poncho atoalhado masculino,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho atoalhado masculino
poncho de algodão praia,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho de algodao praia
poncho de surf barato,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho de surf barato
poncho de surf como usar,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho de surf como usar
poncho de surf estampado,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho de surf estampado
poncho de surf grande,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho de surf grande
poncho de surf infantil,"Poncho, toalha e roupao",0.0,0.0,0.0,,False,False,False,0.0,0.0,,poncho de surf infantil
poncho de surf ou toalha,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho de surf ou toalha
poncho de surf preço,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho de surf preco
poncho de surf tamanho,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho de surf tamanho
poncho de trocar roupa,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho de trocar roupa
poncho felpudo praia,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho felpudo praia
poncho microfibra praia,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho microfibra praia
poncho para kitesurf,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho para kitesurf
poncho para stand up paddle,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho para stand up paddle
poncho para trocar de roupa,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho para trocar de roupa
poncho para trocar roupa na praia,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho para trocar roupa na praia
poncho surf nacional,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho surf nacional
poncho toalha com bolso,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho toalha com bolso
poncho toalha esportivo,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho toalha esportivo
poncho toalha praia,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho toalha praia
poncho toalha secagem rápida,"Poncho, toalha e roupao",,,,,False,False,False,,,,poncho toalha secagem rapida
roupão com capuz praia,"Poncho, toalha e roupao",,,,,False,False,False,,,,roupao com capuz praia
roupão toalha praia,"Poncho, toalha e roupao",,,,,False,False,False,,,,roupao toalha praia
roupão toalha surf,"Poncho, toalha e roupao",0.0,0.0,0.0,,False,False,False,0.0,0.0,,roupao toalha surf
toalha para surf,"Poncho, toalha e roupao",,,,,False,False,False,,,,toalha para surf
toalha poncho academia,"Poncho, toalha e roupao",,,,,False,False,False,,,,toalha poncho academia
toalha poncho para bebê,"Poncho, toalha e roupao",,,,,False,False,False,,,,toalha poncho para bebe
toalha poncho piscina,"Poncho, toalha e roupao",,,,,False,False,False,,,,toalha poncho piscina
saida de praia,Saida de praia e resort,60500.0,26.0,0.12,"Informational, Commercial",True,False,False,1754.5,877.2,,saida de praia
saída de praia,Saida de praia e resort,14800.0,18.0,0.12,Informational,True,False,False,429.2,107.3,saida de praia,saida de praia
saída de praia longa,Saida de praia e resort,2400.0,9.0,0.14,Commercial,True,False,False,117.6,94.1,,saida de praia longa
vestido de praia,Saida de praia e resort,2900.0,14.0,0.11,"Informational, Commercial",True,False,False,142.1,71.0,,vestido de praia
saída de praia de crochê,Saida de praia e resort,6600.0,33.0,0.14,"Informational, Transactional",True,False,False,66.0,59.4,,saida de praia de croche
saída de praia feminina,Saida de praia e resort,1300.0,16.0,0.11,"Informational, Transactional",True,False,False,37.7,33.9,,saida de praia feminina
saída de praia branca,Saida de praia e resort,720.0,11.0,0.17,Commercial,True,False,False,35.3,28.2,,saida de praia branca
saia de praia longa,Saida de praia e resort,1900.0,14.0,0.11,Informational,True,False,False,93.1,23.3,,saia de praia longa
saia de praia,Saida de praia e resort,2900.0,19.0,0.12,Informational,True,False,False,84.1,21.0,,saia de praia
conjunto praia feminino,Saida de praia e resort,880.0,24.0,0.15,Commercial,False,False,False,25.5,20.4,,conjunto praia feminino
conjunto de praia feminino,Saida de praia e resort,880.0,29.0,0.08,"Informational, Commercial",True,False,False,25.5,12.8,,conjunto de praia feminino
saída de praia preta,Saida de praia e resort,320.0,12.0,0.18,Commercial,True,False,False,15.7,12.6,,saida de praia preta
saída de praia infantil,Saida de praia e resort,480.0,22.0,0.15,Commercial,True,False,False,13.9,11.1,,saida de praia infantil
saída de praia plus size,Saida de praia e resort,1300.0,20.0,0.09,Informational,True,False,False,37.7,9.4,,saida de praia plus size
vestido de praia curto,Saida de praia e resort,320.0,12.0,0.09,"Informational, Commercial",True,False,False,15.7,7.8,,vestido de praia curto
saída de praia curta,Saida de praia e resort,590.0,13.0,0.15,Informational,True,False,False,28.9,7.2,,saida de praia curta
macaquinho praia,Saida de praia e resort,260.0,10.0,0.15,"Informational, Commercial",True,False,False,12.7,6.3,,macaquinho praia
saia de praia curta,Saida de praia e resort,390.0,20.0,0.15,"Informational, Commercial",True,False,False,11.3,5.7,,saia de praia curta
saida de praia transparente,Saida de praia e resort,390.0,24.0,0.14,"Informational, Commercial",True,False,False,11.3,5.7,,saida de praia transparente
saida de praia bege,Saida de praia e resort,170.0,12.0,0.21,"Informational, Commercial",True,False,False,8.3,4.2,,saida de praia bege
vestido praia longo,Saida de praia e resort,260.0,19.0,0.12,"Informational, Commercial",True,False,False,7.5,3.8,,vestido praia longo
body de praia,Saida de praia e resort,140.0,10.0,0.09,"Informational, Commercial",True,False,False,6.9,3.5,,body de praia
vestido resort,Saida de praia e resort,140.0,10.0,0.24,"Informational, Commercial",True,False,False,6.9,3.5,,vestido resort
mini saia transparente,Saida de praia e resort,140.0,23.0,0.06,Commercial,False,False,False,4.1,3.3,,mini saia transparente
saída de praia 2026,Saida de praia e resort,260.0,11.0,0.09,Informational,True,True,False,12.7,3.2,,saida de praia 2026
saia transparente tule,Saida de praia e resort,110.0,13.0,0.13,"Informational, Commercial",False,False,False,5.4,2.7,,saia transparente tule
macacao surf feminino,Saida de praia e resort,110.0,9.0,0.14,"Informational, Commercial",False,False,False,5.4,2.7,,macacao surf feminino
saída de praia de tule,Saida de praia e resort,110.0,0.0,0.1,,False,False,False,5.4,2.2,,saida de praia de tule
macacão de praia,Saida de praia e resort,170.0,11.0,0.2,Informational,True,False,False,8.3,2.1,,macacao de praia
conjunto saída de praia,Saida de praia e resort,140.0,18.0,0.15,"Informational, Commercial",False,False,False,4.1,2.0,,conjunto saida de praia
macacão de surf feminino,Saida de praia e resort,110.0,16.0,0.06,"Informational, Commercial",True,False,False,3.2,1.6,,macacao de surf feminino
cropped de praia,Saida de praia e resort,70.0,0.0,0.15,,False,False,False,3.4,1.4,,cropped de praia
vestido longo saída de praia,Saida de praia e resort,70.0,0.0,0.15,,False,False,False,3.4,1.4,,vestido longo saida de praia
saída de praia de renda,Saida de praia e resort,90.0,6.0,0.11,Informational,True,False,False,4.4,1.1,,saida de praia de renda
comprar saída de praia,Saida de praia e resort,50.0,0.0,0.1,,False,False,False,2.5,1.0,,comprar saida de praia
saída de praia com franja,Saida de praia e resort,50.0,0.0,0.12,,False,False,False,2.5,1.0,,saida de praia com franja
macaquinho de surf,Saida de praia e resort,40.0,0.0,0.1,,False,False,False,2.0,0.8,,macaquinho de surf
kaftan de praia,Saida de praia e resort,30.0,0.0,0.2,,False,False,False,1.5,0.6,,kaftan de praia
saída de praia de linho,Saida de praia e resort,30.0,0.0,0.1,,False,False,False,1.5,0.6,,saida de praia de linho
robe de praia,Saida de praia e resort,20.0,0.0,0.0,,False,False,False,1.0,0.4,,robe de praia
saia drapeada praia,Saida de praia e resort,20.0,0.0,0.18,,False,False,False,1.0,0.4,,saia drapeada praia
saída de praia com manga,Saida de praia e resort,20.0,0.0,0.11,,False,False,False,1.0,0.4,,saida de praia com manga
saída de praia preço,Saida de praia e resort,20.0,0.0,0.02,,False,False,False,1.0,0.4,,saida de praia preco
macaquinho para surfar,Saida de praia e resort,,,,,False,False,False,,,,macaquinho para surfar
moda resort feminina,Saida de praia e resort,0.0,0.0,0.0,,False,False,False,0.0,0.0,,moda resort feminina
saída de praia esportiva,Saida de praia e resort,,,,,False,False,False,,,,saida de praia esportiva
saída de praia para gestante,Saida de praia e resort,0.0,0.0,0.12,,False,False,False,0.0,0.0,,saida de praia para gestante
saída de praia para surf,Saida de praia e resort,,,,,False,False,False,,,,saida de praia para surf
túnica de praia,Saida de praia e resort,0.0,0.0,0.0,,False,False,False,0.0,0.0,,tunica de praia
sunga masculina,"Sunga, bermuda e short",22200.0,22.0,0.14,Commercial,True,False,False,643.8,515.0,,sunga masculina
sunga,"Sunga, bermuda e short",18100.0,27.0,0.25,Informational,True,True,False,524.9,131.2,,sunga
sunga boxer,"Sunga, bermuda e short",2900.0,14.0,0.11,Commercial,False,False,False,142.1,113.7,,sunga boxer
sunga infantil,"Sunga, bermuda e short",4400.0,16.0,0.12,Commercial,False,False,False,127.6,102.1,,sunga infantil
boardshort,"Sunga, bermuda e short",2400.0,11.0,0.21,Commercial,False,False,False,117.6,94.1,,boardshort
bermuda surf,"Sunga, bermuda e short",2400.0,12.0,0.18,Commercial,False,False,False,117.6,94.1,,bermuda surf
short de praia feminino,"Sunga, bermuda e short",2900.0,9.0,0.12,"Informational, Commercial",True,False,False,142.1,71.0,,short de praia feminino
short de praia,"Sunga, bermuda e short",2900.0,18.0,0.14,Commercial,True,False,False,84.1,67.3,,short de praia
short de praia masculino,"Sunga, bermuda e short",2400.0,16.0,0.15,Commercial,True,False,False,69.6,55.7,,short de praia masculino
sunga de praia,"Sunga, bermuda e short",2400.0,18.0,0.11,Commercial,True,False,False,69.6,55.7,,sunga de praia
boardshort masculino,"Sunga, bermuda e short",1300.0,10.0,0.17,Commercial,False,False,False,63.7,51.0,,boardshort masculino
sunga slip,"Sunga, bermuda e short",1000.0,14.0,0.21,Commercial,True,False,False,49.0,39.2,,sunga slip
bermuda de praia masculina,"Sunga, bermuda e short",1600.0,25.0,0.19,Commercial,False,False,False,46.4,37.1,,bermuda de praia masculina
bermudas masculinas surfista,"Sunga, bermuda e short",720.0,10.0,0.16,Commercial,False,False,False,35.3,28.2,,bermudas masculinas surfista
sunga preta,"Sunga, bermuda e short",1000.0,14.0,0.15,"Informational, Commercial",True,False,False,49.0,24.5,,sunga preta
short de banho masculino,"Sunga, bermuda e short",1600.0,16.0,0.21,"Informational, Commercial",True,False,False,46.4,23.2,,short de banho masculino
bermuda de surf,"Sunga, bermuda e short",480.0,9.0,0.14,Commercial,False,False,False,23.5,18.8,,bermuda de surf
short surf,"Sunga, bermuda e short",590.0,11.0,0.2,"Informational, Commercial",False,False,False,28.9,14.4,,short surf
short surf masculino,"Sunga, bermuda e short",320.0,12.0,0.18,Commercial,True,False,False,15.7,12.6,,short surf masculino
bermuda masculina surf,"Sunga, bermuda e short",260.0,9.0,0.11,Commercial,False,False,False,12.7,10.2,,bermuda masculina surf
short surfista,"Sunga, bermuda e short",260.0,10.0,0.16,Commercial,True,False,False,12.7,10.2,,short surfista
short saia praia,"Sunga, bermuda e short",390.0,10.0,0.11,"Informational, Commercial",False,False,False,19.1,9.6,,short saia praia
bermuda de banho masculina,"Sunga, bermuda e short",590.0,23.0,0.19,"Informational, Commercial",False,False,False,17.1,8.6,,bermuda de banho masculina
short de surf,"Sunga, bermuda e short",210.0,9.0,0.18,Commercial,False,False,False,10.3,8.2,,short de surf
bermuda surfista,"Sunga, bermuda e short",320.0,10.0,0.11,"Informational, Commercial",False,False,False,15.7,7.8,,bermuda surfista
bermuda de surf masculina,"Sunga, bermuda e short",170.0,8.0,0.14,Commercial,False,False,False,8.3,6.6,,bermuda de surf masculina
bermuda para surfista,"Sunga, bermuda e short",170.0,8.0,0.12,Commercial,False,False,False,8.3,6.6,,bermuda para surfista
sunga estampada,"Sunga, bermuda e short",170.0,13.0,0.13,"Informational, Commercial",False,False,False,8.3,4.2,,sunga estampada
bermuda elastano surf,"Sunga, bermuda e short",140.0,21.0,0.1,Commercial,False,False,False,4.1,3.3,,bermuda elastano surf
short de praia infantil,"Sunga, bermuda e short",110.0,7.0,0.13,"Informational, Commercial",True,False,False,5.4,2.7,,short de praia infantil
bermuda de flutuação,"Sunga, bermuda e short",110.0,22.0,0.1,Commercial,True,False,False,3.2,2.6,,bermuda de flutuacao
bermuda tactel praia,"Sunga, bermuda e short",110.0,19.0,0.11,"Informational, Commercial",False,False,False,3.2,1.6,,bermuda tactel praia
bermuda para surfar,"Sunga, bermuda e short",50.0,0.0,0.12,,False,False,False,2.5,1.0,,bermuda para surfar
bermuda com cordão,"Sunga, bermuda e short",30.0,0.0,0.0,,False,False,False,1.5,0.6,,bermuda com cordao
bermuda de surf infantil,"Sunga, bermuda e short",20.0,0.0,0.1,,False,False,False,1.0,0.4,,bermuda de surf infantil
bermuda com bolso surf,"Sunga, bermuda e short",,,,,False,False,False,,,,bermuda com bolso surf
bermuda de surf preço,"Sunga, bermuda e short",,,,,False,False,False,,,,bermuda de surf preco
bermuda de surf secagem rápida,"Sunga, bermuda e short",,,,,False,False,False,,,,bermuda de surf secagem rapida
bermuda de surf sem costura,"Sunga, bermuda e short",0.0,0.0,0.0,,False,False,False,0.0,0.0,,bermuda de surf sem costura
bermuda de surf tamanho,"Sunga, bermuda e short",,,,,False,False,False,,,,bermuda de surf tamanho
bermuda para stand up paddle,"Sunga, bermuda e short",,,,,False,False,False,,,,bermuda para stand up paddle
board short surf,"Sunga, bermuda e short",0.0,0.0,0.21,,False,False,False,0.0,0.0,,board short surf
comprar bermuda de surf,"Sunga, bermuda e short",0.0,0.0,0.0,,False,False,False,0.0,0.0,,comprar bermuda de surf
melhor bermuda para surfar,"Sunga, bermuda e short",0.0,0.0,0.0,,False,False,False,0.0,0.0,,melhor bermuda para surfar
bermuda para aguas abertas,"Sunga, bermuda e short",,,,,False,False,False,,,,bermuda para aguas abertas
bermuda para remada,"Sunga, bermuda e short",,,,,False,False,False,,,,bermuda para remada
bermuda termica para agua,"Sunga, bermuda e short",,,,,False,False,False,,,,bermuda termica para agua
bermuda termica surf,"Sunga, bermuda e short",,,,,False,False,False,,,,bermuda termica surf
