Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,toalha poncho,,,,,,390,11,0.11,1.00,335000,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.29,0.36,0.29,0.44,0.44,0.67,0.54,0.54,0.67,0.23,0.36,0.29",20,,
br,toalha poncho academia,,,,,,,,,,,,,,,,
br,toalha poncho para bebê,,,,,,,,,,,,,,,,
br,toalha poncho piscina,,,,,,,,,,,,,,,,
br,toalha poncho surf,,,,,,50,0,0.12,1.00,,,,"0.28,0.50,0.50,0.50,0.35,0.50,0.50,0.50,0.50,0.21,0.14,0.14",,,
br,top com manga longa surf,,,,,,,,,,,,,,,,
br,top cropped praia,,,,,,30,0,0.25,1.00,,,,"0.14,0.14,0.14,0.21,0.14,0.21,0.28,0.35,0.35,0.14,0.21,0.14",,,
br,top de biquini esportivo,,,,,,,,,,,,,,,,
br,top de lycra feminino,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,top de neoprene feminino,,,,,,,,,,,,,,,,
br,top de surf,,,,,,20,0,0.00,0.84,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,top de surf feminino,,,,,,,,,,,,,,,,
br,top esportivo para surf,,,,,,,,,,,,,,,,
br,top esportivo praia,,,,,,,,,,,,,,,,
br,top para surfar,,,,,,,,,,,,,,,,
br,túnica de praia,,,,,,0,0,0.00,0.92,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.66",,,
br,use zero hora,,,,,,50,0,0.00,0.01,,,,"0.00,0.00,0.18,0.18,0.63,0.36,0.18,0.18,1.00,1.00,1.00,1.00",,,
br,use zero hora avaliações,,,,,,,,,,,,,,,,
br,use zero hora biquini,,,,,,,,,,,,,,,,
br,use zero hora cupom,,,,,,,,,,,,,,,,
br,use zero hora frete,,,,,,,,,,,,,,,,
br,use zero hora instagram,,,,,,,,,,,,,,,,
br,use zero hora loja,,,,,,,,,,,,,,,,
br,use zero hora lycra,,,,,,,,,,,,,,,,
br,use zero hora maio,,,,,,,,,,,,,,,,
br,use zero hora poncho,,,,,,,,,,,,,,,,
br,use zero hora surf,,,,,,,,,,,,,,,,
br,use zero hora tamanhos,,,,,,,,,,,,,,,,
br,use zero hora troca,,,,,,,,,,,,,,,,
br,use zero hora é confiável,,,,,,,,,,,,,,,,
br,usezerohora,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00",,,
br,usezerohora.com.br,,,,,,,,,,,,,,,,
br,vestido de praia,,,,,,2900,14,0.11,1.00,210,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.24,0.19,0.29,0.24,0.36,0.36,0.44,0.54,0.54,0.19,0.24,0.29",20,,
br,vestido de praia curto,,,,,,320,12,0.09,0.99,232,"Informational, Commercial","Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.08,0.08,0.13,0.16,0.20,0.24,0.24,0.30,0.36,0.16,0.13,0.10",20,,
br,vestido longo saída de praia,,,,,,70,0,0.15,1.00,,,,"0.09,0.33,0.23,0.19,0.23,0.33,0.52,0.52,0.42,0.33,0.19,0.23",,,
br,vestido praia longo,,,,,,260,19,0.12,1.00,215,"Informational, Commercial","Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.23,0.18,0.35,0.35,0.44,0.54,0.66,0.81,0.44,0.23,0.23,0.18",20,,
br,vestido resort,,,,,,140,10,0.24,0.99,11500000,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Video, Image","0.33,0.33,0.66,0.66,0.52,0.66,0.66,0.80,0.52,0.33,0.33,0.42",75,,
br,wetsuit,,,,,,1600,15,0.27,1.00,185,Commercial,"AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.44,0.44,0.44,0.36,0.36,0.44,0.44,0.52,0.66,0.36,0.36,0.52",20,,
br,wetsuit feminino,,,,,,390,12,0.18,1.00,179,Commercial,"Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.54,0.44,0.44,0.44,0.54,0.54,0.54,0.66,0.54,0.36,0.54,0.54",20,,
br,wetsuit infantil,,,,,,20,0,0.17,1.00,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
br,wetsuit masculino,,,,,,170,8,0.18,1.00,543000,Commercial,"Image, Popular Products, Related Searches, Site Links, Video","0.53,0.81,0.65,0.65,0.43,0.53,0.53,0.53,0.53,0.43,0.65,0.65",20,,
br,zero hora beachwear,,,,,,,,,,,,,,,,
br,zero hora lycra surf,,,,,,,,,,,,,,,,
br,zero hora maio de surf,,,,,,,,,,,,,,,,
br,zero hora moda praia,,,,,,,,,,,,,,,,
br,zero hora neoprene,,,,,,,,,,,,,,,,
br,zero hora poncho surf,,,,,,,,,,,,,,,,
br,zero hora roupa de praia,,,,,,,,,,,,,,,,
br,zero hora sunkini,,,,,,,,,,,,,,,,
br,zero hora surf,,,,,,20,0,0.00,0.33,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,zero hora surfwear,,,,,,,,,,,,,,,,
br,acessorios natacao,,,,,,90,20,0.06,1.00,195,Commercial,"Site Links, Video, Video Carousel, Popular Products, Related Searches, Local Pack","0.11,0.15,0.42,0.34,0.65,0.34,0.34,0.53,0.42,0.34,0.34,0.34",20,,
br,acessorios natação,,,,,,320,21,0.06,1.00,484000,Commercial,"Popular Products, Related Searches, Local Pack, Site Links, Video, Video Carousel, People Also Ask","0.36,0.29,0.36,0.36,0.36,0.36,0.29,0.44,0.66,0.44,0.44,0.36",20,,
br,acessorios para natacao,,,,,,170,10,0.06,1.00,195,Commercial,"AI Overview, Local Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.53,0.28,0.66,0.53,0.66,0.53,0.66,0.82,1.00,0.66,0.82,0.82",20,,
br,acessorios para natação,,,,,,260,11,0.05,1.00,200,Commercial,"Local Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.36,0.36,0.23,0.36,0.36,0.36,0.29,0.44,0.66,0.44,0.44,0.36",20,,
br,acessórios natação,,,,,,110,18,0.05,1.00,197,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, AI Overview, Local Pack, Image Pack, Site Links, Video","0.18,0.18,0.10,0.14,0.43,0.14,0.10,0.14,0.43,0.66,0.14,0.22",20,,
br,acessórios para natação,,,,,,110,18,0.06,1.00,198,Informational,"Popular Products, Short Videos, Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Knowledge Panel, Site Links","0.05,0.10,0.07,0.12,0.15,0.10,0.12,0.19,0.19,0.15,0.15,0.15",20,,
br,artigos de natação,,,,,,110,36,0.09,0.99,195,Commercial,"Local Pack, Site Links, Video, Popular Products, Related Searches","0.66,0.42,0.52,0.66,0.52,0.42,0.33,0.42,0.80,0.52,0.66,0.52",20,,
br,artigos para natação,,,,,,110,29,0.08,1.00,195,Commercial,"Popular Products, Related Searches, Local Pack, Site Links, Video, People Also Ask","0.42,0.34,0.34,0.42,0.42,0.42,0.42,0.42,0.42,0.53,0.53,0.42",20,,
br,bermuda de flutuação,,,,,,110,22,0.10,1.00,205,Commercial,"Video, Image, Video Carousel, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, People Also Ask","0.35,0.22,0.14,0.22,0.22,0.18,0.18,0.14,0.14,0.14,0.10,0.10",20,,
br,bermuda de natacao masculina,,,,,,590,8,0.08,1.00,191,Commercial,"Image Pack, Site Links, Video, Popular Products, Related Searches","0.39,0.26,0.39,0.72,0.88,0.72,0.88,0.88,1.00,0.48,0.72,0.72",20,,
br,bermuda de neoprene masculina,,,,,,20,0,0.08,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,,
br,bermuda de neoprene para surf,,,,,,20,0,0.09,1.00,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,,
br,bermuda masculina surf,,,,,,260,9,0.11,1.00,180,Commercial,"Image Pack, Site Links, Video, Popular Products","0.07,0.05,0.07,0.07,0.07,0.08,0.16,0.24,0.11,0.08,0.05,0.07",20,,
br,bermuda natacao,,,,,,480,9,0.09,1.00,191,Commercial,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.36,0.30,0.36,0.36,0.45,0.45,0.45,0.45,0.67,0.36,0.55,0.45",20,,
br,bermuda natação,,,,,,1000,9,0.09,1.00,212,Commercial,"Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.37,0.37,0.37,0.52,0.68,0.68,0.46,0.37,0.84,0.68,0.52,0.52",20,,
br,bermuda natação masculina,,,,,,1000,9,0.08,1.00,844000,Commercial,"Image Pack, Site Links, Video, Image, Popular Products, Related Searches","0.46,0.31,0.31,0.52,0.46,0.46,0.46,0.46,0.84,0.52,0.68,0.68",20,,
br,bermuda neoprene,,,,,,210,7,0.11,1.00,211,Informational,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image, Video Carousel","0.35,0.23,0.23,0.35,0.28,0.23,0.35,0.28,0.44,0.44,0.28,0.35",20,,
br,bermuda neoprene masculino,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,bermuda neoprene natação,,,,,,210,8,0.17,1.00,195,"Informational, Commercial","Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.29,0.22,0.10,0.18,0.29,0.35,0.35,0.29,0.35,0.35,0.29,0.29",20,,
br,bermuda para aguas abertas,,,,,,,,,,,,,,,,
br,bermuda para natacao,,,,,,210,7,0.08,1.00,187,Commercial,"Reviews, Video, Image, Popular Products, Related Searches, AI Overview, Site Links","0.08,0.04,0.13,0.10,0.06,0.06,0.10,0.08,0.20,0.62,0.10,0.10",20,,
br,bermuda para natação masculina,,,,,,720,11,0.08,1.00,858000,Commercial,"Image, People Also Ask, Related Searches, Image Pack, Site Links, Video","0.24,0.16,0.20,0.30,0.30,0.41,0.24,0.36,0.54,0.41,0.54,0.41",20,,
br,bermuda para remada,,,,,,,,,,,,,,,,
br,bermuda para surfista,,,,,,170,8,0.12,1.00,183,Commercial,"Site Links, Video, Image, Popular Products, Related Searches","0.36,0.29,0.00,0.29,0.00,0.00,0.66,1.00,0.66,0.00,0.44,0.44",20,,
br,bermuda surf,,,,,,2400,12,0.18,1.00,18300000,Commercial,"Image, Popular Products, Related Searches, Image Pack, Site Links, Video","0.19,0.15,0.19,0.28,0.28,0.28,0.36,0.66,0.43,0.24,0.24,0.24",20,,
br,bermuda surf neoprene,,,,,,20,0,0.08,1.00,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,,
br,bermuda surfista,,,,,,320,10,0.11,1.00,185,"Informational, Commercial","Video, Image, Popular Products, Related Searches, Image Pack, Site Links","0.02,0.03,0.05,0.04,0.04,0.04,0.08,0.07,0.07,0.03,0.04,0.03",20,,
br,bermuda termica para agua,,,,,,,,,,,,,,,,
br,bermuda termica surf,,,,,,,,,,,,,,,,
br,bermuda use zero hora,,,,,,,,,,,,,,,,
br,bermudas masculinas surfista,,,,,,720,10,0.16,1.00,1580000,Commercial,"Site Links, Video, Image, Popular Products, Related Searches, Image Pack","0.00,0.00,0.08,0.05,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00",20,,
br,blusa de neoprene,,,,,,90,19,0.09,1.00,239,Commercial,"Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.53,0.43,0.34,0.28,0.15,0.28,0.21,0.21,0.21,0.15,0.15,0.21",20,,
br,blusa de neoprene feminina,,,,,,40,0,0.08,1.00,,,,"0.29,0.29,0.41,0.29,0.17,0.17,0.23,0.17,0.17,0.17,0.17,0.11",,,
br,blusa de neoprene masculina,,,,,,20,0,0.05,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
br,blusa neoprene,,,,,,170,12,0.07,1.00,212,"Informational, Commercial","Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.66,0.66,0.82,0.43,0.28,0.28,0.28,0.28,0.28,0.23,0.28,0.23",20,,
br,blusa neoprene feminina,,,,,,140,14,0.08,1.00,204,"Informational, Commercial","Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.43,0.54,0.29,0.29,0.14,0.22,0.22,0.22,0.22,0.14,0.18,0.22",20,,
br,blusa neoprene masculina,,,,,,30,0,0.08,1.00,,,,"0.42,0.33,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
br,blusa neoprene surf,,,,,,20,0,0.07,1.00,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
br,blusa para agua fria,,,,,,,,,,,,,,,,
br,blusa para natação,,,,,,110,21,0.06,1.00,195,"Informational, Commercial","Short Videos, AI Overview, Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.80,0.66,0.52,0.52,0.52,0.52,0.66,0.42,0.66,0.42,0.52,0.52",20,,
br,bota aquatica,,,,,,140,23,0.04,1.00,235,"Informational, Commercial","Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.53,0.53,0.42,0.53,0.42,0.42,0.34,0.53,0.65,0.53,0.53,0.65",20,,
br,bota de surf,,,,,,30,0,0.08,1.00,,,,"0.57,0.71,0.71,0.42,0.28,0.14,0.14,0.42,0.57,0.14,0.28,0.28",,,
br,bota para surf,,,,,,20,0,0.03,1.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,botinha aquatica,,,,,,,,,,,,,,,,
br,botinha de neoprene,,,,,,210,7,0.05,1.00,194,"Informational, Commercial","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.54,1.00,0.54,0.43,0.29,0.29,0.29,0.22,0.29,0.29,0.29,0.43",20,,
br,botinha de surf,,,,,,30,0,0.07,0.96,,,,"0.05,0.06,0.06,0.06,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.02",,,
br,calcado aquatico,,,,,,70,0,0.06,1.00,,,,"0.52,0.52,0.64,0.41,0.41,0.52,0.41,0.41,0.52,0.29,0.41,0.52",,,
br,calcado para agua,,,,,,20,0,0.04,0.99,,,,"0.66,0.66,0.66,0.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
br,calcado para esportes aquaticos,,,,,,,,,,,,,,,,
br,calcado para praia,,,,,,20,0,0.07,1.00,,,,"0.07,0.07,0.14,0.14,0.14,0.14,0.28,0.35,0.28,0.07,0.07,0.28",,,
br,calcao natacao,,,,,,110,16,0.07,1.00,225,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.53,0.42,0.53,0.65,0.26,0.26,0.19,0.15,0.53,0.42,0.53,0.42",20,,
br,calça de natação,,,,,,90,21,0.08,1.00,233,"Informational, Commercial","Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.50,0.50,0.64,0.78,0.64,0.64,0.50,0.78,0.78,0.50,0.50,0.50",20,,
br,calça para natação,,,,,,90,22,0.08,0.98,225,Informational,"Popular Products, Related Searches, Image Pack, Site Links, Video, Image, People Also Ask","0.41,0.52,0.41,0.41,0.82,0.82,0.52,0.64,0.82,0.64,0.64,0.52",20,,
br,calção de natação,,,,,,170,10,0.06,0.99,196,Commercial,"Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.34,0.34,0.81,1.00,0.53,0.53,0.34,0.34,0.53,0.28,0.43,0.34",20,,
br,calção de natação masculino,,,,,,110,8,0.05,1.00,874000,"Informational, Commercial","Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.33,0.42,0.80,1.00,0.52,0.42,0.33,0.23,0.52,0.42,0.42,0.33",20,,
br,calção para natação,,,,,,110,8,0.07,1.00,228,Commercial,"Video, Image, Popular Products, Related Searches, Image Pack, Site Links","0.14,0.11,0.11,0.14,0.11,0.04,0.11,0.09,0.11,0.09,0.14,0.11",20,,
br,camisa borracha surf,,,,,,20,0,0.08,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
br,camisa de borracha para surf,,,,,,,,,,,,,,,,
br,camisa de borracha surf,,,,,,40,0,0.07,1.00,,,,"0.18,0.18,0.27,0.36,0.27,0.27,0.36,0.63,1.00,0.18,0.36,0.36",,,
br,camisa de neoprene manga longa,,,,,,20,0,0.00,1.00,,,,"0.14,0.14,0.14,0.14,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,camisa de neoprene masculina,,,,,,20,0,0.04,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
br,camisa de neoprene mormaii,,,,,,20,0,0.00,1.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,camisa de neoprene para mergulho,,,,,,20,0,0.00,1.00,,,,"0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,camisa de neoprene para natação,,,,,,40,0,0.06,1.00,,,,"0.64,0.64,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
br,camisa de neoprene para surf,,,,,,20,0,0.08,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,camisa de neoprene surf,,,,,,20,0,0.08,1.00,,,,"0.14,0.14,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",,,
br,camisa lycra neoprene,,,,,,,,,,,,,,,,
br,camisa manga longa neoprene,,,,,,20,0,0.09,1.00,,,,"0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03",,,
br,camisa mergulho mormaii manga longa neolycra,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,camisa mormaii neoprene,,,,,,30,0,0.08,1.00,,,,"1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,camisa natação masculina,,,,,,110,21,0.07,1.00,229,"Informational, Transactional","Image Pack, Site Links, Video, Popular Products, Related Searches","0.42,0.14,0.33,0.42,0.42,0.42,0.52,0.80,0.80,0.42,0.42,0.52",20,,
br,camisa neolycra,,,,,,20,0,0.06,1.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,camisa neoprene,,,,,,260,16,0.08,1.00,198,"Informational, Commercial","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.29,0.44,0.44,0.29,0.23,0.29,0.29,0.29,0.36,0.19,0.23,0.36",20,,
br,camisa neoprene 1 5mm,,,,,,20,0,0.04,1.00,,,,"0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,,
br,camisa neoprene 1mm,,,,,,20,0,0.08,1.00,,,,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
br,camisa neoprene 2mm,,,,,,20,0,0.07,1.00,,,,"0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02",,,
br,camisa neoprene 3mm,,,,,,20,0,0.07,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,camisa neoprene billabong,,,,,,20,0,0.00,0.00,,,,"1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00",,,
br,camisa neoprene decathlon,,,,,,20,0,0.02,1.00,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,,
br,camisa neoprene feminina,,,,,,90,8,0.07,1.00,166,Commercial,"Site Links, Video, Image, Popular Products, Related Searches","0.64,0.82,0.52,0.29,0.29,0.41,0.41,0.29,0.41,0.29,0.41,0.41",20,,
br,camisa neoprene hurley,,,,,,20,0,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
br,camisa neoprene manga curta,,,,,,20,0,0.00,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,camisa neoprene manga longa,,,,,,20,0,0.09,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,camisa neoprene masculina,,,,,,20,0,0.09,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,camisa neoprene mergulho,,,,,,20,0,0.05,1.00,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,,
br,camisa neoprene mormaii,,,,,,30,0,0.08,1.00,,,,"1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,camisa neoprene natação,,,,,,110,23,0.08,1.00,135000,Commercial,"Image Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.42,0.65,0.53,0.42,0.42,0.26,0.42,0.26,0.26,0.19,0.26,0.34",20,,
br,camisa neoprene para natação,,,,,,110,16,0.09,1.00,193,Commercial,"Video, People Also Ask, Popular Products, Related Searches, Site Links","0.53,0.65,0.53,0.42,0.42,0.34,0.42,0.34,0.34,0.19,0.34,0.42",20,,
br,camisa neoprene rip curl,,,,,,20,0,0.11,0.90,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
br,camisa neoprene surf,,,,,,140,12,0.11,1.00,190,Commercial,"Image Pack, Site Links, Video, Popular Products, Related Searches","0.35,0.29,0.22,0.22,0.22,0.29,0.29,0.43,0.43,0.29,0.29,0.43",20,,
br,camisa neoprene surf 2mm,,,,,,20,0,0.08,0.99,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,,
br,camisa surf neoprene,,,,,,140,12,0.11,1.00,187,Commercial,"Video, People Also Ask, Popular Products, Related Searches, Site Links","0.53,0.53,0.28,0.34,0.34,0.43,0.34,0.53,0.43,0.43,0.43,0.53",20,,
br,camisa termica natação,,,,,,110,22,0.05,1.00,237,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Video, Image, People Also Ask","0.53,0.53,0.53,0.43,0.34,0.21,0.15,0.21,0.21,0.21,0.21,0.43",20,,
br,camisa termica para agua,,,,,,20,0,0.04,0.92,,,,"0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,,
br,camisa termica para praia,,,,,,90,22,0.05,1.00,256,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.15,0.15,0.26,0.19,0.26,0.42,0.53,0.65,1.00,0.65,0.42,0.34",20,,
br,camisa termica para surf,,,,,,20,0,0.00,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
br,camisa termica praia,,,,,,140,23,0.06,0.99,245,"Informational, Transactional","Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.14,0.14,0.18,0.14,0.18,0.22,0.43,0.81,0.54,0.18,0.18,0.18",20,,
br,camiseta com neoprene e uv,,,,,,,,,,,,,,,,
br,camiseta natação,,,,,,260,22,0.09,1.00,202,"Informational, Commercial","Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.44,0.44,0.28,0.28,0.44,0.23,0.35,0.54,0.81,0.28,0.35,0.54",20,,
br,camiseta neoprene,,,,,,260,22,0.08,1.00,230,"Informational, Commercial","Site Links, Video, People Also Ask, Popular Products, Related Searches, Image Pack","0.35,0.44,0.15,0.28,0.35,0.35,0.28,0.66,0.54,0.35,0.06,0.05",20,,
br,camiseta neoprene 1.5mm,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,camiseta neoprene feminina,,,,,,70,0,0.07,1.00,,,,"0.52,0.66,0.42,0.19,0.19,0.33,0.33,0.23,0.33,0.23,0.23,0.33",,,
br,camiseta neoprene manga curta,,,,,,20,0,0.06,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,,
br,camiseta neoprene masculina,,,,,,70,0,0.09,1.00,,,,"0.42,0.26,0.26,0.19,0.26,0.26,0.26,0.26,0.26,0.19,0.19,0.26",,,
br,camiseta neoprene use zero hora,,,,,,,,,,,,,,,,
br,camiseta para agua fria,,,,,,,,,,,,,,,,
br,camiseta termica para agua fria,,,,,,,,,,,,,,,,
br,camiseta termica para surf,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,camiseta termica surf,,,,,,10,0,0.07,1.00,,,,"0.18,0.00,0.18,0.00,0.00,0.00,0.00,0.18,0.18,0.18,0.18,0.18",,,
br,conjunto de neoprene,,,,,,20,0,0.00,0.98,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,,
br,conjunto neoprene,,,,,,50,0,0.06,0.97,,,,"0.18,0.22,0.14,0.14,0.10,0.10,0.08,0.04,0.04,0.04,0.04,0.08",,,
br,equipamentos da natação,,,,,,210,16,0.07,0.99,190,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video","0.66,0.29,0.22,0.14,0.66,0.54,0.35,0.43,0.81,0.43,0.54,0.43",20,,
br,equipamentos para natacao,,,,,,260,22,0.07,0.99,192,"Informational, Commercial","Popular Products, Related Searches, Short Videos, Knowledge Panel, Site Links, Video, Video Carousel, People Also Ask","1.00,0.65,0.65,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81",20,,
br,equipamentos para natação,,,,,,260,24,0.07,0.99,187,Informational,"Site Links, Video, People Also Ask, Popular Products, Related Searches, AI Overview, Local Pack, Image Pack","0.82,0.53,0.53,0.66,0.82,0.53,0.66,0.82,0.66,0.66,0.66,0.66",20,,
br,jaqueta de neoprene,,,,,,110,7,0.19,1.00,207,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Video, Image, People Also Ask","0.53,0.65,0.53,0.34,0.26,0.34,0.34,0.26,0.19,0.19,0.34,0.34",20,,
br,jaqueta neoprene surf,,,,,,210,9,0.12,1.00,211,Commercial,"Image, Popular Products, Related Searches, Image Pack, Site Links, Video","0.65,0.65,0.65,0.53,0.43,0.53,0.81,0.81,0.65,0.43,0.53,0.65",20,,
br,jaqueta para surf,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
